Sample Date,Observers,Transect Number ,Plot Number,Genus,specific epithet,Common (0/1)
7/7/2016,"Maria, Elsie, Eriq",5,13,Rosa,multiflora,1
7/7/2016,"Anthony, Laura",5,14,Monotropa,uniflora,0
7/7/2016,"Anthony, Laura",5,14,Epipactus,helleborine,0
7/7/2016,"Anthony, Laura",5,14,Circaea,lutetiana,1
7/7/2016,"Anthony, Laura",5,14,Toxicodendron,radicans,
7/7/2016,"Anthony, Laura",5,14,Viburnum,prunifolium,1
7/7/2016,"Anthony, Laura",5,14,Quercus,velutina,1
7/8/2016,"Elsie, Zihao",5,15,Woodsia,obtusa,0
7/8/2016,"Elsie, Zihao",5,15,Circaea,lutetiana,0
7/8/2016,"Elsie, Zihao",5,15,Oxalis,dillenii,0
7/8/2016,"Elsie, Zihao",5,15,Rubus,phoenicolasius,0
7/8/2016,"Elsie, Zihao",5,15,Euonymus,alatus,0
7/8/2016,"Maria, Elsie, Zihao, Jessica",7,1,Danthonia ,compressa,0
7/8/2016,"Maria, Elsie, Zihao, Jessica",7,1,Rosa ,multiflora,0
7/8/2016,"Maria, Elsie, Zihao, Jessica",7,1,Lonicera,japonica,1
7/8/2016,"Maria, Elsie, Zihao, Jessica",7,1,Amelanchier,spp.,1
7/8/2016,"Maria, Elsie, Zihao, Jessica",7,1,Carya,cordiformis,0
7/8/2016,"Maria, Elsie, Zihao, Jessica",7,1,Circaea,lutetiana,1
7/8/2016,"Maria, Elsie, Zihao, Jessica",7,1,Ageratina,altissima,1
7/8/2016,"Maria, Elsie, Zihao, Jessica",7,1,Maianthemum ,racemosum ,1
7/8/2016,"Maria, Elsie, Zihao, Jessica",7,1,Taraxacum,officinale,0
7/8/2016,"Maria, Zihao ",7,2,Taraxacum,officinale,0
7/8/2016,"Maria, Zihao ",7,2,Solanum,dulcamara,0
7/8/2016,"Maria, Zihao ",7,2,Carex,spp.,1
7/8/2016,"Maria, Zihao ",7,2,Celastrus,orbiculatus,0
7/8/2016,"Maria, Zihao ",7,2,Liriodendron,tulipifera,0
7/8/2016,"Maria, Zihao ",7,2,Polygonum,virginianum,0
7/8/2016,"Maria, Zihao ",7,2,Lactuca,serriola,0
7/8/2016,"Maria, Zihao ",7,2,Oxalis,spp.,0
7/8/2016,"Maria, Zihao ",7,2,Aralia,elata,1
7/8/2016,"Maria, Zihao ",7,2,Acer,platanoides,0
7/8/2016,"Maria, Zihao ",7,2,Lonicera,maackii,0
7/8/2016,"Maria, Zihao ",7,2,Phellodendron,amurense,0
7/8/2016,"Maria, Zihao ",7,2,Viburnum,acerifolium,0
7/8/2016,"Maria, Zihao ",7,2,Amelanchier,spp.,0
7/12/2016,"Laura, Zihao",7,3,Circaea,lutetiana,1
7/12/2016,"Laura, Zihao",7,3,Carex,pensylvanica,1
7/12/2016,"Laura, Zihao",7,3,Danthonia,compressa,1
7/12/2016,"Laura, Zihao",7,3,Polygonatum,pubescens,1
7/12/2016,"Laura, Zihao",7,3,Verbesina,alternifolia,0
7/12/2016,"Laura, Zihao",7,3,Lactuca,canadensis,1
7/12/2016,"Laura, Zihao",7,3,Erechtites,hieraciifolius,0
7/12/2016,"Laura, Zihao",7,3,Commelina,communis,1
7/12/2016,"Laura, Zihao",7,3,Taraxacum,officinale,0
7/12/2016,"Laura, Zihao",7,3,Ilex,opaca,0
7/12/2016,"Laura, Zihao",7,3,Quercus,rubra,1
7/12/2016,"Laura, Zihao",7,3,Aralia,elata,0
7/12/2016,"Daria, Erica",7,4,Phytolacca ,americana,1
7/12/2016,"Daria, Erica",7,4,Lonicera,japonica,1
7/12/2016,"Daria, Erica",7,4,Maianthemum,racemosum,1
7/12/2016,"Daria, Erica",7,4,Rubus,phoenicolasius,0
7/12/2016,"Daria, Erica",7,4,Fungus,sp.,0
7/12/2016,"Daria, Erica",7,4,Frangula,alnus,1
7/12/2016,"Daria, Erica",7,4,Acer,rubrum,1
7/12/2016,"Daria, Erica",7,4,Aralia,racemosa,0
7/12/2016,"Daria, Erica",7,4,Lonicera,maackii,0
7/12/2016,"Daria, Erica",7,4,Solidago ,canadensis,1
7/12/2016,"Daria, Erica",7,4,Circaea,lutetiana,1
7/12/2016,"Daria, Erica",7,4,Bidens,spp.,1
7/16/2016,"Laura, Zihao",7,5,Alliaria,petiolata,1
7/16/2016,"Laura, Zihao",7,5,Hemerocallis,spp.,1
7/16/2016,"Laura, Zihao",7,5,Erechtites,hieraciifolius,0
7/16/2016,"Laura, Zihao",7,5,Artemisia,vulgaris,0
7/16/2016,"Laura, Zihao",7,5,Eupatorium,spp.,0
7/16/2016,"Laura, Zihao",7,5,Quercus,velutina,0
7/16/2016,"Laura, Zihao",7,5,Liriodendron,tulipifera,0
7/16/2016,"Laura, Zihao",7,5,Quercus,rubra,0
7/16/2016,"Laura, Zihao",7,5,Rubus,phoenicolasius,0
7/13/2016,"Laura, Zihao, Orion",7,6,Polygonum,virginianum,1
7/13/2016,"Laura, Zihao, Orion",7,6,Polygonatum,pubescens,1
7/13/2016,"Laura, Zihao, Orion",7,6,Phytolacca,americana,1
7/13/2016,"Laura, Zihao, Orion",7,6,Frangula,alnus,1
7/13/2016,"Laura, Zihao, Orion",7,6,Amelanchier,spp.,0
7/12/2016,"Maria, Elsie, Eriq",7,7,Rubus,enslenii,1
7/12/2016,"Maria, Elsie, Eriq",7,7,Ampelopsis,brevipedunculata,0
7/12/2016,"Maria, Elsie, Eriq",7,7,Toxicodendron,radicans ,0
7/12/2016,"Maria, Elsie, Eriq",7,7,Crataegus,spp.,1
7/12/2016,"Maria, Elsie, Eriq",7,7,Polygonum,virginianum,1
7/12/2016,"Maria, Elsie, Eriq",7,7,Lindera,benzoin,0
7/12/2016,"Maria, Elsie, Eriq",7,7,Fraxinus,americana,0
7/13/2016,"Elsie, Maria, Eriq",7,8,Carya,cordiformis,0
7/13/2016,"Elsie, Maria, Eriq",7,8,Lindera,benzoin,1
7/13/2016,"Elsie, Maria, Eriq",7,8,Ilex,opaca,0
7/13/2016,"Anthony, Maria, Eriq",7,9,Phytolacca,americana,0
7/13/2016,"Anthony, Maria, Eriq",7,9,Geum,canadense,0
7/13/2016,"Anthony, Maria, Eriq",7,9,Commelina,communis,1
7/13/2016,"Anthony, Maria, Eriq",7,9,Viburnum,dilatatum,0
7/13/2016,"Zihao, Maria, Orion",7,10,Phytolacca,americana,0
7/13/2016,"Zihao, Maria, Orion",7,10,Crataegus,spp.,1
7/13/2016,"Zihao, Maria, Orion",7,10,Ligustrum,spp.,0
7/13/2016,"Zihao, Maria, Orion",7,10,Viburnum,dentatum,0
7/14/2016,"Elsie, Jeanne, Orion",7,11,Danthonia,compressa,0
7/14/2016,"Elsie, Jeanne, Orion",7,11,Vitis,aestivalis,1
7/14/2016,"Elsie, Jeanne, Orion",7,11,Fraxinus,americana,0
7/14/2016,"Maria, Eriq",7,12,Dennstaedtia,punctilobula,1
7/14/2016,"Maria, Eriq",7,12,Maianthemum,racemosum,1
7/14/2016,"Maria, Eriq",7,12,Reynoutria,japonica,1
7/14/2016,"Maria, Eriq",7,12,Phytolacca,americana,0
7/14/2016,"Maria, Eriq",7,12,Eurybia,divaricata,1
7/14/2016,"Maria, Eriq",7,12,Polygonum,virginianum,1
7/14/2016,"Maria, Eriq",7,12,Viburnum,acerifolium,0
7/14/2016,"Maria, Eriq",7,12,Sassafras,albidum,0
7/14/2016,"Maria, Eriq",7,13,Maianthemum,racemosum,1
7/14/2016,"Maria, Eriq",7,13,Eurybia,divaricata,1
7/14/2016,"Maria, Eriq",7,13,Polygonum,virginianum,1
7/14/2016,"Maria, Eriq",7,13,Phytolacca,americana,0
7/14/2016,"Maria, Eriq",7,13,Rosa,multiflora,0
7/14/2016,"Maria, Eriq",7,13,Parthenocissus,quinquefolia,1
7/14/2016,"Maria, Eriq",7,13,Toxicodendron,radicans,1
7/14/2016,"Maria, Eriq",7,13,Aralia,elata,1
7/14/2016,"Elsie, Jeanne, Orion",7,14,Sassafras,albidum,1
7/14/2016,"Elsie, Jeanne, Orion",7,14,Maianthemum,racemosum,0
7/14/2016,"Elsie, Jeanne, Orion",7,14,Ilex,crenata,0
7/14/2016,"Elsie, Jeanne, Orion",7,14,Ailanthus,altissima,0
7/14/2016,"Laura, Zihao, Anthony",7,15,Amelanchier,spp.,0
7/14/2016,"Laura, Zihao, Anthony",7,15,Rosa,multiflora,0
7/14/2016,"Laura, Zihao, Anthony",7,15,Rubus,enslenii ,1
7/14/2016,"Laura, Zihao, Anthony",7,15,Frangula,alnus,0
7/14/2016,"Laura, Zihao, Anthony",7,15,Solidago,canadensis,0
7/14/2016,"Laura, Zihao, Anthony",7,15,Quercus,rubra,0
7/14/2016,"Laura, Zihao, Anthony",7,15,Ailanthus,altissima ,0
7/14/2016,"Laura, Zihao, Anthony",7,15,Lonicera,maackii,0
7/14/2016,"Laura, Zihao, Anthony",7,15,Acer,saccharum,0
7/14/2016,"Elsie, Jeanne, Orion",7,16,Reynoutria,japonica,0
7/14/2016,"Elsie, Jeanne, Orion",7,16,Rubus,enslenii,0
7/14/2016,"Elsie, Jeanne, Orion",7,16,Maianthemum,racemosum,0
7/14/2016,"Elsie, Jeanne, Orion",7,16,Celastrus,orbiculatus,0
7/14/2016,"Maria, Elsie",7,17,Reynoutria,japonica,1
7/14/2016,"Maria, Elsie",7,17,Fraxinus,americana,1
7/14/2016,"Maria, Elsie",7,17,Viburnum,acerifolium,0
7/14/2016,"Maria, Elsie",7,17,Ilex,opaca,0
7/14/2016,"Maria, Elsie",7,17,Lonicera,maackii,0
7/15/2016,"Maria Martello, Laura Booth",9,1,Phytolacca,americana,1
7/15/2016,"Maria Martello, Laura Booth",9,1,Arisaema,triphyllum,0
7/15/2016,"Maria Martello, Laura Booth",9,1,Lonicera,japonica,1
7/15/2016,"Maria Martello, Laura Booth",9,1,Commelina,communis,1
7/15/2016,"Maria Martello, Laura Booth",9,1,Frangula,alnus,0
7/15/2016,"Maria Martello, Laura Booth",9,1,Polygonatum,pubescens,0
7/15/2016,"Maria Martello, Laura Booth",9,1,Circaea,lutetiana,1
7/15/2016,"Maria Martello, Laura Booth",9,1,Solidago,canadensis,1
7/15/2016,"Maria Martello, Laura Booth",9,1,Liquidambar,styraciflua,0
7/15/2016,"Erica, Zihao ",9,2,Phytolacca ,americana,1
7/15/2016,"Erica, Zihao ",9,2,Viburnum ,prunifolium,0
7/15/2016,"Erica, Zihao ",9,2,,pubescens ,1
7/15/2016,"Erica, Zihao ",9,2,Carya ,cordiformis,0
7/15/2016,"Erica, Zihao ",9,2,Cornus,florida,0
7/15/2016,"Erica, Zihao ",9,2,Maianthemum,racemosum,1
7/15/2016,"Erica, Zihao ",9,2,Malus,spp.,0
7/15/2016,"Erica, Zihao ",9,2,Rosa,multiflora,0
7/15/2016,"Maria Martello, Laura Booth, Jessica Schuler",9,3,Carya,cordiformis ,0
7/15/2016,"Maria Martello, Laura Booth, Jessica Schuler",9,3,Polygonatum,pubescens,0
7/15/2016,"Maria Martello, Laura Booth, Jessica Schuler",9,3,Maianthemum ,racemosum,0
7/15/2016,"Erica , Zihao ",9,4,Ailanthus,altissima,1
7/15/2016,"Erica , Zihao ",9,4,Prunus,spp.,0
7/15/2016,"Erica , Zihao ",9,4,Alliaria,petiolata,1
7/15/2016,"Erica , Zihao ",9,4,Maianthemum,racemosum,1
7/15/2016,"Erica , Zihao ",9,4,Quercus,alba,0
7/15/2016,"Erica , Zihao ",9,4,Solidago,canadensis,1
7/15/2016,Zihao ,9,5,Danthonia,compressa,0
7/15/2016,Zihao ,9,5,Lonicera,maackii,0
7/15/2016,Zihao ,9,5,Frangula,alnus,0
7/18/2016,"Elsie, Eriq, Laura",9,6,Maianthemum,racemosum,0
7/18/2016,"Elsie, Eriq, Laura",9,6,Carya,cordiformis,0
7/18/2016,Elsie,9,7,Carex,pensylvanica,1
7/18/2016,Elsie,9,7,Maianthemum,racemosum,1
7/18/2016,Elsie,9,7,Monotropa,uniflora,0
7/18/2016,Elsie,9,7,Polygonatum,pubescens,1
7/18/2016,Elsie,9,7,Smilax,rotundifolia,0
7/18/2016,"Orion, Zihao",9,8,Ligustrum,spp.,0
7/19/2016,"Orion, Zihao",9,8,Commelina,communis,0
7/19/2016,"Orion, Zihao",9,8,Ageratina,altissima ,1
7/19/2016,"Laura, Elsie, Maria",9,9,Maianthemum,racemosum,1
7/19/2016,"Laura, Elsie, Maria",9,9,Polygonatum,pubescens,0
7/19/2016,"Laura, Elsie, Maria",9,9,Viburnum,dentatum,1
7/19/2016,"Laura, Elsie, Maria",9,9,Frangula,alnus,0
7/19/2016,"Laura, Elsie, Maria",9,9,Taxus,baccata,0
7/19/2016,"Laura, Elsie, Maria",9,9,Viburnum,acerifolium,1
7/19/2016,"Laura, Elsie, Maria",9,10,Quercus,rubra,0
7/20/2016,"Orion, Zihao, Daria",9,11,Maianthemum ,racemosum,0
7/20/2016,"Orion, Zihao, Daria",9,11,Malus,spp.,0
7/20/2016,"Orion, Zihao, Daria",9,11,Fagus,grandifolia,0
7/20/2016,"Orion, Zihao, Daria",9,11,Smilax,rotundifolia,0
7/20/2016,"Orion, Zihao, Daria",9,12,Carya,cordiformis,0
7/20/2016,"Orion, Zihao, Daria",9,12,Ilex,opaca,0
7/20/2016,"Orion, Zihao, Daria",9,12,Frangula,alnus,0
7/20/2016,"Orion, Zihao, Daria",9,12,Rubus,spp.,0
7/20/2016,"Orion, Zihao, Daria",9,12,Smilax,rotundifolia,0
7/20/2016,"Orion, Zihao, Daria",9,13,Maianthemum,racemosum,0
7/20/2016,"Len, Maria",9,14,Quercus,rubra,1
7/20/2016,"Len, Maria",9,14,Smilax,rotundifolia,1
7/20/2016,"Len, Maria",9,14,Amelanchier,spp.,0
7/20/2016,"Len, Maria",9,14,Malus,spp.,0
7/20/2016,"Len, Maria",9,14,Toxicodendron,radicans ,1
7/20/2016,"Len, Maria",9,14,Celastrus,orbiculatus,1
7/20/2016,"Len, Maria",9,14,Rubus ,enslenii ,1
7/20/2016,"Len, Maria",9,14,Maianthemum ,racemosum ,1
7/20/2016,"Maria, Len, Daria",9,15,Viburnum,dilatatum,0
7/20/2016,"Maria, Len, Daria",9,15,Smilax,rotundifolia,0
7/20/2016,"Maria, Len, Daria",9,15,Frangula,alnus,0
7/20/2016,"Maria, Len, Daria",9,15,Aralia,elata,0
7/20/2016,"Maria, Len, Daria",9,15,Celastrus,orbiculatus,0
7/20/2016,"Maria, Len, Daria",9,15,Arisaema ,triphyllum,1
7/20/2016,"Maria, Len, Daria",9,15,Ampelopsis,brevipedunculata,0
7/20/2016,"Maria, Len, Daria",9,15,Phytolacca,americana,1
7/20/2016,"Maria, Len, Daria",9,15,Maianthemum,canadense,0
7/20/2016,"Maria, Len, Daria",9,15,Quercus,alba,1
7/20/2016,"Maria, Len, Daria",9,15,Sambucus,canadensis,0
7/20/2016,"Maria, Len, Daria",9,15,Prunus,serotina,0
7/20/2016,"Maria, Len, Daria",9,15,Quercus,rubra,1
7/20/2016,"Maria, Len, Daria",9,15,Carex,swanii,0
7/21/2016,"Elsie, Maria",9,16,Microstegium,vimineum,1
7/21/2016,"Elsie, Maria",9,16,Phytolacca,americana,0
7/21/2016,"Elsie, Maria",9,16,Oxalis,stricta,0
7/21/2016,"Elsie, Maria",9,16,Pilea,pumila,0
7/21/2016,"Elsie, Maria",9,16,Artemisia,vulgaris,0
7/21/2016,"Elsie, Maria",9,16,Arisaema,triphyllum,0
7/21/2016,"Elsie, Maria",9,16,Quercus,alba,0
7/21/2016,"Elsie, Maria",9,16,Toxicodendron,radicans,0
7/21/2016,"Elsie, Maria",9,16,Morus ,alba,0
7/21/2016,"Elsie, Maria",9,16,Aralia,elata,0
7/21/2016,"Elsie, Maria",9,16,Ampelopsis,brevipedunculata,0
7/21/2016,"Elsie, Maria",9,16,Lonicera,maackii,0
7/21/2016,"Maria, Elsie, Jessica",9,17,Leersia,virginica,0
7/21/2016,"Maria, Elsie, Jessica",9,17,Carex,rosea,0
7/21/2016,"Maria, Elsie, Jessica",9,17,Oxalis ,stricta,1
7/21/2016,"Maria, Elsie, Jessica",9,17,Maianthemum ,racemosum ,1
7/21/2016,"Maria, Elsie, Jessica",9,17,Alliaria,petiolata ,0
7/21/2016,"Maria, Elsie, Jessica",9,17,Maianthemum ,canadense ,1
7/21/2016,"Maria, Elsie, Jessica",9,17,Fraxinus ,pennyslvanica,0
7/21/2016,"Maria, Elsie, Jessica",9,17,Phellodendron ,amurense,1
7/21/2016,"Maria, Elsie, Jessica",9,17,Magnolia,kobus,0
7/21/2016,"Maria, Elsie, Jessica",9,17,Ampelopsis,brevipedunculata,0
7/21/2016,"Maria, Elsie, Jessica",9,17,Carya,cordiformis,0
7/21/2016,"Maria, Elsie, Jessica",9,17,Quercus,alba,0
7/21/2016,"Maria, Elsie, Jessica",9,17,Parthenocissus ,quinquefolia ,0
7/21/2016,"Maria, Elsie, Jessica",9,17,Persicaria ,longiseta,1
7/21/2016,"Maria, Elsie, Jessica",9,18,Danthonia,compressa,0
7/21/2016,"Maria, Elsie, Jessica",9,18,Reynoutria,japonica,1
7/21/2016,"Maria, Elsie, Jessica",9,18,Alliaria,petiolata,0
7/21/2016,"Maria, Elsie, Jessica",9,18,Maianthemum,racemosum,0
7/21/2016,"Maria, Elsie, Jessica",9,18,Euonymus,alatus,0
7/21/2016,"Maria, Elsie, Jessica",9,18,Malus,spp.,0
7/21/2016,"Maria, Elsie, Jessica",9,18,Quercus,velutina,0
7/21/2016,"Maria, Elsie, Jessica",9,18,Viburnum,dilatatum,0
7/21/2016,"Maria, Elsie, Jessica",9,18,Smilax,rotundifolia,1
7/21/2016,"Maria, Elsie, Jessica",9,18,Celastrus,orbiculatus,0
7/21/2016,"Maria, Elsie, Jessica",9,18,Aralia,elata,0
7/21/2016,"Maria, Elsie, Jessica",9,18,Viburnum,prunifolium,0
7/21/2016,"Len, Elsie, Jessica",9,19,Hosta,latifolia,0
7/21/2016,"Len, Elsie, Jessica",9,19,Maianthemum,canadense,0
7/21/2016,"Len, Elsie, Jessica",9,19,Maianthemum,racemosum,0
7/21/2016,"Len, Elsie, Jessica",9,19,Duchesnea,indica,0
7/21/2016,"Len, Elsie, Jessica",9,19,Liriodendron,tulipifera,1
7/21/2016,"Len, Elsie, Jessica",9,19,Clematis,terniflora,0
7/21/2016,"Len, Elsie, Jessica",9,19,Viburnum,dentatum,0
7/21/2016,"Len, Elsie, Jessica",9,19,Viburnum,acerifolium,0
7/21/2016,"Len, Elsie, Jessica",9,19,Cephalotaxus,harringtonia,0
7/21/2016,"Len, Elsie, Jessica",9,19,Rosa,multiflora,0
7/21/2016,"Len, Elsie, Jessica",9,19,Hedera,helix,0
7/21/2016,"Len, Elsie, Jessica",9,19,Ampelopsis,brevipedunculata,0
7/21/2016,"Len, Elsie, Jessica",9,19,Magnolia,kobus,0
7/21/2016,"Len, Elsie, Jessica",9,19,Lindera,benzoin,0
7/21/2016,"Erica, Zihao, Jeanne",9,20,Reynoutria,x bohemica,1
7/21/2016,"Erica, Zihao, Jeanne",9,20,Maianthemum,racemosum,1
7/21/2016,"Erica, Zihao, Jeanne",9,20,Clethra,alnifolia,1
7/21/2016,"Erica, Zihao, Jeanne",9,20,Viburnum,acerifolium,0
7/21/2016,"Erica, Zihao, Jeanne",9,20,Prunus,spp.,0
7/21/2016,"Erica, Zihao, Jeanne",9,20,Fraxinus,pennyslvanica,0
7/21/2016,"Erica, Zihao, Jeanne",9,20,Toxicodendron,radicans,1
7/21/2016,"Erica, Maria, Laura ",11,1,Acer ,saccharum ,0
7/21/2016,"Erica, Maria, Laura ",11,1,Circaea,lutetiana,1
7/21/2016,"Erica, Maria, Laura ",11,1,Convallaria,majalis,1
7/21/2016,"Erica, Maria, Laura ",11,1,Parthenocissus,tricuspidata,0
7/21/2016,"Erica, Maria, Laura ",11,1,Polygonatum ,pubescens,0
7/21/2016,"Erica, Maria, Laura ",11,1,Celastrus,orbiculatus,1
7/21/2016,"Erica, Maria, Laura ",11,1,Polygonatum,biflorum,1
7/21/2016,"Erica, Maria, Laura ",11,1,Ginkgo,biloba,0
7/21/2016,"Erica, Maria, Laura ",11,1,Liquidambar,styraciflua,0
7/22/2016,"Elsie, Erica, Zihao",11,2,Podophyllum,peltatum,1
7/22/2016,"Elsie, Erica, Zihao",11,2,Commelina,communis,1
7/22/2016,"Elsie, Erica, Zihao",11,2,Phytolacca,americana,1
7/22/2016,"Elsie, Erica, Zihao",11,2,Reynoutria,japonica,1
7/22/2016,"Elsie, Erica, Zihao",11,2,Polygonum,virginianum,1
7/22/2016,"Elsie, Erica, Zihao",11,2,Wisteria,sinensis,1
7/22/2016,"Elsie, Erica, Zihao",11,2,Chionanthus,virginicus,0
7/22/2016,"Elsie, Erica, Zihao",11,2,Celastrus,orbiculatus,0
7/22/2016,"Elsie, Erica, Zihao",11,2,Erechtites,hieraciifolius,0
7/22/2016,"Elsie, Erica, Zihao",11,2,Phellodendron,amurense,0
7/22/2016,"Elsie, Erica, Zihao",11,2,Aralia,elata,0
7/22/2016,"Elsie, Erica, Zihao",11,2,Polygonatum,biflorum,1
7/22/2016,"Elsie, Erica, Zihao",11,2,Eleutherococcus,sieboldianus,0
7/22/2016,"Maria, Jessica",11,3,Arisaema,triphyllum,0
7/22/2016,"Maria, Jessica",11,3,Polygonum,virginianum,1
7/22/2016,"Maria, Jessica",11,3,Commelina,communis,0
7/22/2016,"Maria, Jessica",11,3,Cephalotaxus,harringtonia,0
7/22/2016,"Maria, Jessica",11,3,Chionanthus,virginicus,0
7/22/2016,"Maria, Jessica",11,3,Quercus,rubra,0
7/22/2016,"Erica, Elsie",11,4,Commelina,communis,1
7/22/2016,"Erica, Elsie",11,4,Maianthemum,racemosum,1
7/22/2016,"Erica, Elsie",11,4,Polygonatum,pubescens,1
7/22/2016,"Erica, Elsie",11,4,Polygonatum,biflorum,1
7/22/2016,"Erica, Elsie",11,4,Solidago,nemoralis,0
7/22/2016,"Erica, Elsie",11,4,Liquidambar,styraciflua,1
7/22/2016,"Erica, Elsie",11,4,Lonicera,maackii,0
7/22/2016,"Erica, Elsie",11,4,Wisteria,sinensis,1
7/22/2016,"Erica, Elsie",11,4,Amelanchier,spp.,0
7/22/2016,"Erica, Elsie",11,4,Viburnum,setigerum,0
7/25/2016,"Laura, Zihao, Orion ",11,5,Viburnum ,setigerum,0
7/25/2016,"Laura, Zihao, Orion ",11,5,Aralia,elata,1
7/25/2016,"Laura, Zihao, Orion ",11,5,Danthonia ,compressa,1
7/25/2016,"Laura, Zihao, Orion ",11,5,Carya,cordiformis,0
7/25/2016,"Laura, Zihao, Orion ",11,5,Alliaria,petiolata,0
7/25/2016,"Laura, Zihao, Orion ",11,5,Prunus ,spp.,0
7/25/2016,"Laura, Zihao, Orion",11,6,Polygonatum,biflorum,0
7/25/2016,"Laura, Zihao, Orion",11,6,Commelina,communis,1
7/25/2016,"Laura, Zihao, Orion",11,6,Circaea,lutetiana,1
7/25/2016,"Laura, Zihao, Orion",11,6,Solidago,caesia,1
7/25/2016,"Laura, Zihao, Orion",11,6,Viburnum,prunifolium,0
7/25/2016,"Laura, Zihao, Orion",11,6,Frangula,alnus,0
7/25/2016,"Zihao, Laura, Orion",11,7,Danthonia,compressa,0
7/25/2016,"Zihao, Laura, Orion",11,7,Commelina,communis,1
7/25/2016,"Zihao, Laura, Orion",11,7,Quercus,rubra,0
7/25/2016,"Zihao, Laura, Orion",11,7,Reynoutria,japonica,0
7/25/2016,"Zihao, Laura, Orion",11,7,Polygonatum,pubescens,0
7/25/2016,"Elsie, Jessica, Eriq",11,8,maianthemum ,racemosum ,0
7/25/2016,"Elsie, Jessica, Eriq",11,8,carex,pensylvanica,0
7/25/2016,"Elsie, Jessica, Eriq",11,8,Reynoutria,japonica ,0
7/25/2016,"Elsie, Jessica, Eriq",11,8,Cephalotaxus,harringtonia,1
7/25/2016,"Elsie, Jessica, Eriq",11,8,Euonymus,alatus,0
7/25/2016,"Elsie, Jessica, Eriq",11,8,Lindera,benzoin,0
7/26/2016,"Elsie, Jessica, Eriq",11,8,Chionanthus,virginicus,0
7/28/2016,"Elsie, Jessica, Eriq",11,9,Aralia,elata ,1
7/29/2016,"Elsie, Jessica, Eriq",11,9,Rubus,pensilvanicus,0
7/30/2016,"Elsie, Jessica, Eriq",11,9,Cephalotaxus,harringtonia,0
7/31/2016,"Elsie, Jessica, Eriq",11,9,Liquidambar,styraciflua,0
7/25/2016,"Laura, Zihao, Orion",11,10,Circaea,lutetiana,1
7/25/2016,"Laura, Zihao, Orion",11,10,Maianthemum,racemosum,0
7/25/2016,"Laura, Zihao, Orion",11,10,Monotropa,uniflora,0
7/25/2016,"Laura, Zihao, Orion",11,10,Quercus,rubra,0
7/25/2016,"Laura, Zihao, Orion",11,10,Rubus,allegheniensis,1
7/25/2016,"Laura, Zihao, Orion",11,10,Cornus,alternifolia,0
7/25/2016,"Laura, Zihao, Orion",11,10,Parthenocissus,tricuspidata,0
7/26/2016,"Erica, Zihao",11,11,Eurybia,divaricata,1
7/26/2016,"Erica, Zihao",11,11,Maianthemum,racemosum,1
7/26/2016,"Erica, Zihao",11,11,Solidago,canadensis,1
7/26/2016,"Erica, Zihao",11,11,Danthonia,spicata,1
7/26/2016,"Erica, Zihao",11,11,Phytolacca,americana,1
7/26/2016,"Erica, Zihao",11,11,Malus,spp.,0
7/26/2016,"Erica, Zihao",11,12,Maianthemum,racemosum,1
7/26/2016,"Erica, Zihao",11,12,Commelina,communis,1
7/26/2016,"Erica, Zihao",11,12,Phytolacca,americana,1
7/26/2016,"Erica, Zihao",11,12,Carex,swanii,0
7/26/2016,"Erica, Zihao",11,12,Maianthemum,canadense,1
7/26/2016,"Erica, Zihao",11,12,Dichanthelium,spp.,0
7/26/2016,"Erica, Zihao",11,12,Aralia,elata,1
7/26/2016,"Erica, Zihao",11,12,Carya,cordiformis,0
7/26/2016,"Erica, Zihao",11,12,Quercus,alba,0
7/26/2016,"Erica, Zihao",11,12,Sassafras,albidum,1
7/26/2016,"Erica, Zihao",11,13,Maianthemum,racemosum,1
7/26/2016,"Erica, Zihao",11,13,Dichanthelium,spp.,1
7/26/2016,"Erica, Zihao",11,13,Quercus,rubra,1
7/26/2016,"Erica, Zihao",11,13,Liquidambar,styraciflua,1
7/24/2016,"Elsie, Laura, Zihao",11,14,Epifagus,virginiana,0
7/24/2016,"Elsie, Laura, Zihao",11,14,Ilex,crenata,1
7/24/2016,"Elsie, Laura, Zihao",11,14,Liquidambar,styraciflua,0
7/24/2016,"Elsie, Laura, Zihao",11,14,Polygonatum,pubescens,1
7/24/2016,"Elsie, Laura, Zihao",11,14,Viburnum,dilatatum,1
7/24/2016,"Elsie, Laura, Zihao",11,14,Phytolacca,americana,0
7/24/2016,"Elsie, Laura, Zihao",11,14,Phellodendron,amurense,0
7/24/2016,"Elsie, Laura, Zihao",11,14,Prunus,serotina,0
7/24/2016,"Elsie, Laura, Zihao",11,14,Acer,rubrum,0
7/27/2016,"Maria, Elsie",11,15,Monotropa,uniflora,0
7/27/2016,"Maria, Elsie",11,15,Eurybia,divaricata,
7/27/2016,"Maria, Elsie",11,15,Carya,cordiformis,0
7/27/2016,"Maria, Elsie",11,15,Viburnum,dentatum,1
7/27/2016,"Maria, Elsie",11,15,Acer,saccharum,0
7/27/2016,"Maria, Elsie",11,15,Fraxinus,americana,1
7/27/2016,"Maria, Elsie",11,15,Aralia,elata,1
7/27/2016,"Maria, Elsie",11,15,Frangula,alnus,1
7/27/2016,"Maria, Elsie",11,16,Aralia,racemosa,0
7/27/2016,"Maria, Elsie",11,16,Carex,spp.,1
7/27/2016,"Maria, Elsie",11,16,Polygonum,virginianum,0
